company@score
foodpanda@0
credit suisse@2
bld.ai@0
kalibrr technology ventures@0
massachusetts institute of technology@0
university of the philippines@2
mcgill university@2
bipi (yc w22)@4
wood mackenzie@0
rolls-royce@2
youtap indonesia@0
tokopedia@4
kpmg@2
shipmates@0
xpanse@0
shirt.ly@0
poonji@0
warpfy@0
wayfair@2
nomura international@2
hyde park angels@0
modern stampings (india) pvt. ltd.@0
one-up, partyat@0
schlumberger@3
credibook@4
ritase.com@4
labtek v@4
fmcg port@4
rulo indonesia@4
etobee@4
crosstrack pte ltd@4
pt. inti konten indonesia (intens)@4
cococart@4
basecamp bali@4
learnyard@4
swarm@4
kalibrr@4
ituro consulting@4
filipinos against prop 54@4
city and county of san francisco@4
insight center for community economic development@4
university of california@2
university of california, berkeley@2
endeavor@4
leap fintech@4
safelane ai@4
tribe fintech@4
finantier@4
globant@4
mattrvest@4
antler@4
smartfunding.sg@4
dianrong.com (点融网)@4
taskade@4
razer inc.@4
minus inc.@4
sweden unlimited@4
noam design group@4
sirka (yc s21)@4
insead@4
a.t. kearney@4
ubs@2
the boston consulting group@2
peakflo (yc w22)@4
airasia@3
alluma@4
wbtraditions@4
golden gate ventures@4
kalaari capital@4
sap@3
torus consult@4
falcon house partners@4
bnp paribas@3
ramboll@4
cisco systems inc.@3
cocahala@4
cleanclub@4
quikpiq@4
red rocket creative strategies@4
bot md@4
baxter international inc.@3
medtronic@3
singapore economic development board@4
stanford byers center for biodesign@4
advanced technology ventures@4
johnson & johnson (cordis)@4
super secret university (under marathon education)@2
marathon education@4
tpg global@4
alto partners pte ltd@4
point72@4
nano technologies (yc w21)@4
confidential (in stealth mode)@4
vietbridge capital@4
gsa education llc@4
vng corporation@4
uber@3
harvard business school@4
institute of international education@4
refy@4
latitudepay asia@4
sweeten@4
roomunity@4
tilden park capital management@4
goldman sachs@3
ganesha tekno indonusa (gti consulting group)@4
putra indonesia jaya (“pij”)@4
cnooc international@3
standard chartered bank@3
aruline studio@4
pahamify@4
pt bamboomedia cipta persada@4
obsidian labs@4
daniel wellington@4
utaccel@4
ut&fun@4
ut&fun organization, university of toronto@2
uwi homes@4
rpsgi (red pixel solutions global inc.)@4
gumi asia pte ltd@4
gameloft@4
up information technology training center@4
philippine batteries inc. (ramcar group of companies)@4
grain@0
atlas@0
method@0
actatlys@0
national research foundation (pmo)@2
singapore armed forces (saf)@2
6sense@4
saleswhale@4
viki@4
ufinity pte ltd@1
cicadacube pte ltd@1
traverse technologies@0
sea@3
centre for strategic infocomm technologies@2
milky way ai@4
talkstack ai@4
dunnhumby@3
quantum interactive pte ltd@1
global checkout@4
shell@3
fj benjamin@3
wunderman thompson indonesia@3
mirum agency@4
edelman indonesia@4
edelman uk@4
appen@4
sembly@4
shopee@4
kata.ai@4
bukalapak@4
eden farm@4
ey@4
pt central proteina prima tbk@1
fintelite (yc w22)@4
facebook@4
mit computer science and artificial intelligence laboratory (csail)@4
traveloka@4
twitter@4
stafbook@0
blocknom (yc w22)@4
gojek@4
young leaders for indonesia@0
pt. astra international@2
square@3
bamms (pt teknologi optimal prima)@1
pt kudo teknologi indonesia (kudo)@1
a*star - agency for science, technology and research@2
nanyang technological university, singapore@2
androzign@0
solarify.in@0
grinions@0
shwavan inc.@0
stealth@0
poko@0
world economic forum@3
trusting social@4
policy advisory & board positions@0
anquan@4
choson exchange@4
bain@4
centennial group international@4
circular (yc w22)@4
ninja van@4
janio asia@4
karzo@4
oryza international@4
durlston partners llp@4
fabbrica d'armi pietro beretta spa@4
ritra media distribusi@4
pt solusi hijau indonesia@1
insertra@0
openratio@0
bonappetour@4
cryptojobs@4
meteor.link@0
asteroid@0
kauffman fellows@4
unravel carbon@4
ravel innovation@4
found8@4
ben & jerry's@3
(magic) malaysian global innovation & creativity centre@4
toniic llc@4
books for hope@0
nanyang technological university@2
tablevibe@4
le wagon@4
decathlon italia@4
one white & co. dental care@0
crystal dental care pte ltd@0
adra@0
q & m dental group limied@0
materee (yc s22)@4
gudangada@4
glico wings@4
procter & gamble@3
china taiping insurance holdings co ltd@2
jd capital@2
hedge fund@0
jp morgan@3
beta foundation@1
jooblii commerce sdn bhd@1
aleph one sdn bhd@1
sage interactive@1
kdeb anzagain sn bhd@1
demc anzagain@1
kdeb anzagain@1
joota@1
new entrepreneurs foundation (mynef)@1
fazz financial group@1
pt medco energi internasional tbk@1
payfazz@1
pertamina ep@1
titipku@1
cv pangan lokal sejahtera@1
hiltons dryer@1
personal real estate@1
bentang pustaka@1
greywing@1
lmb insurance broker@1
anquan capital@1
angelhack@1
national geographic@2
kulicke & soffa@2
university of kerala@1
quark cybernetics@1
cherry recommends@1
amphora data@1
center for complex network research@1
unsw school of psychology@1
unsw school of mathematics and statistics@1
australian center for commercial mathematics@1
the new luncher@1
trilibis mobile@1
ness technologies@1
hcl@1
aalayance@1
bakool (yc w22)@4
ycp solidiance@1
sinarmas forestry@1
maersk line, limited@3
learning loop@1
powerhouse ai@1
nibc bank@2
noblehive@1
erasmus mc@1
cbre@2
abn amro bank n.v.@3
adson group@1
misedukated entertainment@1
hinlun international@1
ontheside.com@1
peeba@1
jarkas lab@1
wavee.com@1
infina.vn@1
lana group (acquired by line corp)@4
pluris, inc@1
idg ventures@1
formfactor@1
candera@1
hewlett-packard@3
jenfi@1
guavapass@1
beachmint@1
toccata capital@1
victory park capital@1
lehman brothers@3
woods&leather@1
hay group@1
founder institute@1
hive health (yc s21)@4
international monetary fund@3
the world bank, digital development global practice@3
united nations@3
harvard ministerial leadership program@1
oliver wyman@1
technoserve@1
columbia university in the city of new york@1
new york state department of financial services@1
cirtex corp, cirtexhosting, hostv (acquired by endurance international group)@4
bytedance inc.@3
meowchat@1
avion school@1
on deck@1
pdax | philippine digital asset exchange@1
medgrocer@1
ajourney@1
meta illusions@1
ne digital@1
honestbee@1
lifeopp pte ltd@1
nus computing for voluntary welfare organisations@1
peekman pte ltd@1
zong@1
dahmakan@1
riogrande (ycs20)@4
nexgent@1
kleef & co ltd@1
sm supermalls@2
hypotenuse ai@4
amazon@3
university of cambridge@2
shopback@4
amazon development center@3
lased@0
true global ventures@4
expedia, inc.@2
berkeley student cooperative@0
amazon web services (aws)@3
homebase (yc w'21)@4
reprice technologies (previously 11th hour technologies)@4
atlantis lab@4
incite@4
yuan bak kut teh@0
classpass@4
archlabs.io limited@4
artscience.io@4
irjustin@0
cut media, llc@4
narble, llc@4
whitepages@0
expedia@2
national instruments@2
madeats@4
the moment group of restaurants@4
fintech angel operators@4
orange dao@4
xa network@4
finantier (yc w21)@4
east ventures@4
aidan corporation sdn bhd@3
ardent educational consultants sdn bhd@3
mynic berhad@3
motorola@2
indyrobotics llc@4
jutsoo@4
bananas (yc w22)@4
global pay indonesia@3
pt. teleakses solusindo@3
cashbac@3
dimo pay indonesia@3
dmg@0
rumah123.com@3
lazada indonesia@3
powerhouse.ai@4
gaussian robotics@4
tetra pak@3
net1 international@3
pt.internux - bolt super4g@3
pt.first media tbk@3
sitra 4g wimax - pt.first media tbk@3
citibank n.a. indonesia@3
unctad@4
hot gadgets solution@4
kildonan unitingcare@4
yelp@2
to the new@4
silicon valley-china wireless technology association@4
techsailor group (acquired by to the new)@4
wisheus@4
wholivesnearyou.com@4
exs inc.@4
arrow@4
tencent@3
saigon innovation hub@4
ant financial@3
synpulse management consulting@4
paymongo@4
agile technologies inc@4
upstart (non-profit)@4
affable@4
palantir technologies@4
ministry of defense, government of india@2
walmart labs@2
pes university@4
multiple companies@0
cyble@4
forbes business council@4
raven (yc s22)@4
velt (yc w22)@4
landeed (yc s22)@4
proglix@4
dailype (yc w23)@4
superapi (yc w23)@4
inri@4
sweetspot (yc s23)@4
national mirror committee (singapore) for iso/tc 323 - circular economy@4
west australian petroleum pty ltd (now chevron australia)@3
ceec coalition for eco efficient comminution@4
unravel carbon (ycw22)@4
engeco@4
inpex@4
energetics pty ltd@4
the simulus group@4
boc@4
startup studio indonesia@4
tiket.com (pt. global tiket network)@3
pt smartfren telecom@3
hellopay indonesia@3
hellopay indonesia@3
the iproperty group@3
snappr inc.@4
gowntown pty ltd@0
university of new south wales@2
department of neurosurgery, prince of wales hospital@2
new college village@2
various wine companies, including cellar door direct and cellar force@0
new college, unsw@2
nusantara technology@1
aplikasi super (yc w18)@4
pt chilikode digital indonesia@1
wildflour bakery & cafe@4
dentsu jayme syfu@4
sqouts@4
hujan tanda tanya@4
pre-seed to series b@4
the kraft heinz company@3
public service division@2
singapore police force@2
barker bespoke@4
skinnytie@4
habitat for humanity global village (mongolia)@4
fgi finance@4
nsw department of finance & services@2
deloitte australia@3
upskills@4
murex@3
cerdikmapan@4
deutsche bank@3
coordinating ministry of maritime affairs@2
golden shoe holdings@4
sit giap company pte ltd@3
erudifi@4
allsome fulfillment (yc w19)@4
yimport.com@4
bluefin solutions@3
nettium sdn bhd@3
citadel maritime ltd@3
neptune maritime security@3
offshore marine security@3
royal marines@3
oryx executive search@4
early stage startups@4
circular@4
moneysmart group@4
propertyguru group@3
jfdi.asia - joyful frog digital incubator@4
proptech startup@4
deloitte consulting@3
friz@4
advisory mentorship@4
housing and development board@2
ingenious faces@4
mastercard@3
surepark@4
smu - singapore management university@2
ohanae@4
ifis asia pte ltd@4
investor@4
facebook ai@3
norwegian university of science and technology (ntnu)@2
university of oxford@2
ku leuven@2
pt terang bagi bangsa@1
pt bank sahabat sampoerna@1
bank danamon indonesia@1
pt bank central asia tbk@1
circles.life@4
igloo (formerly axinan)@4
roomorama.com@4
remedy@4
asia society@4
kalibrr inc@4
unreasonable@4
maria health@4
healthspan global inc@4
open access bpo@4
mercantila@4
wells fargo@3
raise@4
mondome@4
kipochi ltd@4
economi.co@4
nasdaq private market@4
trumaker@4
doximity@4
shipper@4
floodgate@4
finnix@4
toptal@4
booking.com@3
korzen@4
pt. global digital prima (gdp) venture@1
homebase@4
polymath capital partners@4
linkedin@3
lumia capital@4
anfin (yc w22)@4
vred@4
ahamove@4
ahamove@4
giaohangnhanh.vn@4
mekong communications corp@4
metrica inc.@4
dha group@4
easy taxi@4
deltek@3
twoplus fertility@4
privi medical@4
singapore stanford biodesign, a*star@2
resmed@3
ayoxxa@4
strive math (yc s21)@4
blockhire@4
lightspeed venture partners@4
punchh, inc.@4
bmw@3
georgia institute of technology@2
gimo@4
idg capital@4
leadvisors capital@4
citibank n.a., vietnam@3
dynamo communications@4
volopay@4
weinvest robo-advisory solutions@4
pipecast@4
tech mahindra@4
janaagraha centre for citizenship and democracy@4
compareglobalgroup@4
matchmove pay pte. ltd.@4
bankbazaar.com@4
inovvorx technologies pvt. ltd.@4
tcs@4
safe logistics@4
manulife asset management@3
deskimo@4
rocket internet gmbh@4
gobee.bike@4
the founder institute@4
foodpanda | hellofood@4
power to the brand (yc w22)@4
republic of singapore navy@2
finku@4
kiva@4
sumitomo electric@3
ikatan alumni tim olimpiade komputer indonesia (ia toki)@2
bareksa.com (pt. bareksa portal investasi)@4
addepar@4
agl@4
blinq@4
ramp rfid solutions@4
unsw australia@2
csiro@2
mars petcare@3
verihubs (ycs21)@4
dartmedia@4
weston energy@4
serial entrepreneur@4
traveloka.com@4
pt. global tiket network@4
reforged labs (yc w22)@4
nook@4
waymo@4
x, the moonshot factory (project lantern / chronicle)@4
deloitte@3
g51 amplify@4
first cheque@4
decentro@4
atal innovation mission@4
wibmo@4
mypoolin (acquired in nov'17)@4
sony@3
institute for competitiveness, india@4
technocracy - iit delhi@4
anima@4
kami vision@4
atomionics@4
kritsnamtechnologies@4
infinium robotics pte ltd@4
bournemouth university@2
joyful ventures@4
asia new zealand foundation@4
gaiafoods@4
j.p. morgan@3
phyx44 labs@4
pri bakes@4
shiok meats@4
women venture asia@4
nanyang technological university singapore@2
peakflo@4
vaniday@4
daraz@4
abra@4
alodokter@4
pt. kmab@1
prima teknologi   |   www.prima3d.com@1
pt. prismalink international@1
astro malaysia holdings bhd@3
digital five sdn bhd@1
frontclear@4
point72 asset management@4
brown university@2
ebay@2
ristek fakultas ilmu komputer universitas indonesia@0
university of indonesia@2
happyfresh@4
somia customer experience@0
kitabisa.com@4
digital durian@4
durioo sdn bhd@0
digital durian enterprise@4
asia pacific videolab@3
netcarbon sdn bhd@0
nuorg sdn bhd@0
advantage club@4
old advantage club@4
zynx health@3
reliance@2
web genie@0
lab126-amazon@2
symantec@3
oracle@3
trifia@0
the pragmatic lab@0
nexgen studio pte ltd@4
buuuk pte ltd@4
cabal entertainment software@0
nusantara entertainment@0
central bank of indonesia@0
yahoo@2
zillow group@2
uc berkeley@1
green river community college@0
permias washington dc@0
unicef@3
arrow (yc s21)@4
appreneurs.co pte. ltd.@4
dei holdings pte ltd@0
popcorn app@4
cornflix tv@4
picky pte ltd@0
mydoc pte ltd@0
mercatus healthcare@0
peasinapod pte. ltd.@0
pellucid networks pte ltd@0
daimler@3
khazanah nasional berhad@3
moonshot ventures@4
ycab ventures@4
consultant at multilateral financial institutions (adb, world bank, ifc)@0
leapfrog investments@0
wharton social venture fund@0
pt principia management group@0
oliver wyman financial services@0
institut teknologi bandung@1
pt. len industri@0
quillo@4
coronapp@4
insupply@4
south african union of jewish students (saujs)@0
chatbiz.id@4
firstsupport@0
orderdulu@4
techno entrepreneurship club@0
math q&a@0
google developers kejar@4
nano technologies pte ltd@4
focal labs@4
missing corner@0
seespace@4
dynabyte@3
tinai@4
hampshire college@1
hampshire web development club@0
edlab, teachers college columbia university@1
vietabroader organization@0
theodoric.com@4
voyagin@4
eitan pte ltd@0
existgreat@0
hire digital@0
general language@0
armstrong asset management pte ltd@0
kfw@0
e.on@3
biosphere capital@0
cortus energy ab (ce)@0
routo co.@4
dathena@4
embassy of israel in singapore@0
straitsx@4
xfers@4
wimm labs (acquired by google)@4
national university of singapore entrepreneurs association@2
3s-comaea pte ltd@0
plastic logic@0
transcend network@0
akselito@0
indo2sv@0
quint@0
klook@4
leroy merlin@1
christina's@0
triip pte. ltd@3
tnk capital partners & mdkt company limited@2
thien an holding@1
clsa@2
kpmg us@3
jp morgan chase@3
netflix@3
yale-nus college@3
beta-i - associação para a promoção da inovação e do empreendedorismo@3
replai@4
bueda, inc@4
instituto superior técnico@3
carnegie mellon university@3
siemens medical solutions@3
quora@4
national university of singapore (nus)@3
ministry of foreign affairs (Singapore)@3
weclean@1
lalamove@3
tiktok@3
groupon@3
ab bernstein@2
nera economic consulting@2
institute for social and economic research and policy@3
council on foreign relations@3
common cause@3
bebasinvestasi@1
Indonesian Youth Diplomacy@0
modal rakyat@1
rans ventures@4
vcgamers@1
Universitas Indonesia@3
youtube@3
agrinas@1
universiti kuala lumpur@3
trinusa baja nusantara@1
miyazaki Japanese grill@1
ademax bluline investment@2
joomba@4
fresh factory (YC W22)@4
pt sampoerna telekomunikasi Indonesia@3
sale stock@4
kapanlagi network@4
wpp - mindshare Indonesia@3
trifa laboratories@4
pt Indonesia media televisi (bigtv)@3
tech in Asia@3
ddb worldwide@3
bain & Mercer group@2
friends! Learning centre@0
lgm pte ltd@1
lux Singapore pte ltd@1
sinari Indonesia@1
pt. Weston global energi@3
clariant@2
teach for Thailand@3
bot M.D.@4
intelllex@4
stravito@4
institute for infocomm research@3
airpr@4
university of Washington@3
the violet initiative@4
airtree@4
the startup podcast@4
airtasker@4
flare hr@4
adra (YC S21)@4
42lab@4
ladies investment club (L.I.C.)@0
maitian.ai@4
cloudwings.io@4
muhen e-commerce@4
interstellar goods@4
colin ng & partners@1
em by the river@1
aaron wills pte. ltd.@1
baker & mckenzie.wong & leow@1
allen & gledhill llp@1
one cent movement@0
stratiga consulting@2
legatum center for development and entrepreneurship at MIT@3
capsphere@2
modern electron@4
dalberg@4
volta capital@4
strategy&, part of the PwC network@2
take app@4
lg electronics@3
hackathon project - six degrees@4
hippo technology@4
essential@4
owlcove.sg@4
occuhunt@4
pixnplay pte. ltd.@4
banq.co@4
dropbox@3
figma, inc.@4
sprig: eat well@4
republic of Singapore Air Force@3
